"country","type","title","release_year","listed_in","description"
"United Kingdom","TV Show","Paul Hollywood's Big Continental Road Trip",2017,"International TV Shows","Gear up for a fast-paced journey as celebrity chef and avid auto enthusiast Paul Hollywood takes in the cars and culture of France, Italy and Germany."
"United Kingdom","TV Show","Hoff the Record",2016,"British TV Shows","TV star David Hasselhoff hopes to reboot his career in the U.K., but both his comeback plans and his personal life keep going off the rails."
"United Kingdom","TV Show","Hoff the Record",2016,"TV Comedies","TV star David Hasselhoff hopes to reboot his career in the U.K., but both his comeback plans and his personal life keep going off the rails."
"United Kingdom","TV Show","Genius of the Ancient World",2015,"British TV Shows","Historian Bettany Hughes travels to India, Greece and China to explore the lives and times of Buddha, Socrates and Confucius."
"United Kingdom","TV Show","Genius of the Ancient World",2015,"Docuseries","Historian Bettany Hughes travels to India, Greece and China to explore the lives and times of Buddha, Socrates and Confucius."
"United Kingdom","TV Show","Genius of the Ancient World",2015,"International TV Shows","Historian Bettany Hughes travels to India, Greece and China to explore the lives and times of Buddha, Socrates and Confucius."
"United Kingdom","TV Show","Civilizations",2018,"British TV Shows","Expanding Kenneth Clark's 1969 ""Civilisation"" series for a new generation, this reboot explores the art of cultures around the world, throughout time."
"United Kingdom","TV Show","Civilizations",2018,"Docuseries","Expanding Kenneth Clark's 1969 ""Civilisation"" series for a new generation, this reboot explores the art of cultures around the world, throughout time."
"United Kingdom","Movie","Trophy",2017,"Documentaries","This documentary explores the tensions between the lucrative big-game hunting business and wildlife conservation from a variety of perspectives."
"United Kingdom","Movie","Trophy",2017,"International Movies","This documentary explores the tensions between the lucrative big-game hunting business and wildlife conservation from a variety of perspectives."
"United Kingdom","TV Show","Frozen Planet",2011,"British TV Shows","Go on a journey through the Arctic and Antarctic with this visually stunning program that explores these wildernesses and their inhabitants."
"United Kingdom","TV Show","Frozen Planet",2011,"Docuseries","Go on a journey through the Arctic and Antarctic with this visually stunning program that explores these wildernesses and their inhabitants."
"United Kingdom","TV Show","Frozen Planet",2011,"International TV Shows","Go on a journey through the Arctic and Antarctic with this visually stunning program that explores these wildernesses and their inhabitants."
"United Kingdom","Movie","Kilo Two Bravo",2014,"Dramas","On patrol in Afghanistan, a British paratrooper unit unwittingly ventures into a dry riverbed that turns out to be littered with land mines."
"United Kingdom","Movie","Kilo Two Bravo",2014,"Independent Movies","On patrol in Afghanistan, a British paratrooper unit unwittingly ventures into a dry riverbed that turns out to be littered with land mines."
"United Kingdom","Movie","Kilo Two Bravo",2014,"Thrillers","On patrol in Afghanistan, a British paratrooper unit unwittingly ventures into a dry riverbed that turns out to be littered with land mines."
"United Kingdom","TV Show","Ripper Street",2017,"British TV Shows","It's been six months since the last Jack the Ripper killing, and East London is hopeful that his reign of terror might have run its course."
"United Kingdom","TV Show","Ripper Street",2017,"Crime TV Shows","It's been six months since the last Jack the Ripper killing, and East London is hopeful that his reign of terror might have run its course."
"United Kingdom","TV Show","Ripper Street",2017,"TV Dramas","It's been six months since the last Jack the Ripper killing, and East London is hopeful that his reign of terror might have run its course."
"United Kingdom","TV Show","My Tattoo Addiction",2013,"British TV Shows","Ink junkies dig skin deep and share personal stories about their collection of body art."
"United Kingdom","TV Show","My Tattoo Addiction",2013,"Docuseries","Ink junkies dig skin deep and share personal stories about their collection of body art."
"United Kingdom","TV Show","The Great Train Robbery",2013,"British TV Shows","This two-part tale delivers the true story of the Great Train Robbery of 1963, the biggest one in England's history."
"United Kingdom","TV Show","The Great Train Robbery",2013,"Crime TV Shows","This two-part tale delivers the true story of the Great Train Robbery of 1963, the biggest one in England's history."
"United Kingdom","TV Show","The Great Train Robbery",2013,"International TV Shows","This two-part tale delivers the true story of the Great Train Robbery of 1963, the biggest one in England's history."
"United Kingdom","Movie","Amy",2015,"Documentaries","Rare home videos and interviews with Amy Winehouse's inner circle offer an intimate look at her journey from charismatic teen to troubled star."
"United Kingdom","Movie","Amy",2015,"International Movies","Rare home videos and interviews with Amy Winehouse's inner circle offer an intimate look at her journey from charismatic teen to troubled star."
"United Kingdom","Movie","Amy",2015,"Music & Musicals","Rare home videos and interviews with Amy Winehouse's inner circle offer an intimate look at her journey from charismatic teen to troubled star."
"United Kingdom","Movie","Octonauts & the Great Barrier Reef",2020,"Children & Family Movies","In this musical special, the Octonauts must find a way to hold back hungry swarms of coral-eating starfish to save a new friend’s fragile reef home."
